,Question_Links,Views,Upvotes,Spaces,Questions,Answers
84,https://www.quora.com/What-makes-human-learning-different-from-machine-learning/answer/Kamal-Raj-17,75,–,www.quora.com,What-makes-human-learning-different-from-machine-learning,"Humans DONT LEARN, Human Brain REINFORCES. In Machine learning, then Reinforcement Learning comes close to mimicing the processes humans do in reality
Human brain categorises the various stimuli to our sense organs, and give back responses to the environment. Based on the responses we give, new stimuli comes back in a different way.
Take an example of the fruits below… that is a external stimuli. The response an human gives depends on his brain, and body make up at the moment he recieves the stimuli. Consider he is hungry, his brain propels him towards the fruit and he picks it up, and eats it(response). Body generates a stimuli to the brain
This time the stimuli is reduction of hunger and brain responds by secreting dopamine. The cycle continues in many types of stimuli, and the response changes. Every stimuli, and its response has been categorised. The categories are different for every human, acoss space and time. This process is simplified “Learning mechanism” humans.
This can be verified by the recent advances in the Reinforcement Algorithms that have taken up complex challenges. Alpha Go and its successor Alpha Star has been playing games against experience players of GO/ Starcraft and winning!!! That doesn’t make them Human, in any logical sense. They are still mimicing Humans, not humans.
We live only ones. Machine Learning Models die and instantiate a trillion times. The parallel of human life just being a program, has been discussed in depth in movies and comics. In real world(if you don’t consider the games as real world), there are certain issues the AI faces. Notable of them is Time and Opportunity to fail. Fail in ways Humans fail and learn from the failures.
Many of the activities we humans do are long term focused, and single time opportunities. You cannot grow up all over, by being born today.. (not likely, unless you can clone!!!) While this can be a huge issue to RL, since RL works by making many iterations, failing and then learning from them.
The RL also does a lot of simulation in order to learn. To simulate the reality takes lot of resources, and more complicated the simulation longer it takes to run. If the simulation is not complex enough, then RL will face unforeseen challenges when it is tested in the reality. (That is not a topic to discuss here)
We are forgeting one major point. We humans are CONSCIOUS. Brain is not the center of Consciousness, the MIND is. Mind is outside our Brain, the environment itself acts as part of the Mind. The sights, smells trigger hidden memories, don’t they. RLs cannot really absorb the details from the reality surrounding it in a way we are doing. They are not Conscious, the way we humans are."
85,https://www.quora.com/Which-area-of-machine-learning-is-closest-to-how-humans-learn/answer/Kamal-Raj-17,42,–,www.quora.com,Which-area-of-machine-learning-is-closest-to-how-humans-learn,"Humans DONT LEARN, we REINFORCE. In Machine learning, then Reinforcement Learning comes close to mimicing the processes humans follow…
Human brain categorises the various stimuli to our sense organs, and give back responses to the environment. Based on the responses we give, new stimuli comes back in a different way.
Take an example of the fruits below… that is a external stimuli. The response an human gives depends on his brain, and body make up at the moment he recieves the stimuli. Consider he is hungry, his brain propels him towards the fruit and he picks it up, and eats it(response). Body generates a stimuli to the brain
This time the stimuli is reduction of hunger and brain responds by secreting dopamine. The cycle continues in many types of stimuli, and the response changes. Every stimuli, and its response has been categorised. The categories are different for every human, acoss space and time. This process is simplified “Learning mechanism” humans.
This can be verified by the recent advances in the Reinforcement Algorithms that have taken up complex challenges. Alpha Go and its successor Alpha Star has been playing games against experience players of GO/ Starcraft and winning!!!
In real world(if you don’t consider the games as real world), there are certain issues the AI faces. Notable of them is Time and Opportunity to fail. Many of the activities we humans do are long term focused, and single time opportunities. You cannot grow up all over, by being born today.. (not likely, unless you can clone!!!) While this can be a huge issue to RL, since RL works by making many iterations, failing and then learning from them.
The RL also does a lot of simulation in order to learn. To simulate the reality takes lot of resources, and more complicated the simulation longer it takes to run. If the simulation is not complex enough, then RL will face unforeseen challenges when it is tested in the reality. (That is not a topic to discuss here)
We are forgeting one major point. We humans are CONSCIOUS. Brain is not the center of Consciousness, the MIND is. Mind is outside our Brain, the environment itself acts as part of the Mind. The sights, smells trigger hidden memories, don’t they. Programming these into RL is still a long shot, but we can safely consider RL comes close to the way Humans operate in this Reality."
86,https://www.quora.com/How-could-you-explain-what-is-a-subroutine-in-programming-to-a-layman/answer/Kamal-Raj-17,18,–,www.quora.com,How-could-you-explain-what-is-a-subroutine-in-programming-to-a-layman,"Subroutine is a helper.
An activity that is done repetively is a routine, and each routine will have multiple smaller routines. Lets take an example.
To make a cup of black tea is a routine. There are multiple steps to get black tea from water and tea bag. Dipping the tea bag in the hot water for either, 10 times, or until color sufficienty black or a fixed duration is a “Sub-Routine”
There are similar conditions in programming that processor executes. In computers, the sub-routines abstract the complexity of the routine and leave it to the experts. Even the sub-routines act as a security to avoid the sensitive data being leaked.
Most of the sub-routines will take care of low level heavy lifting work like writing numbers , objects to the memory and retriving it when required. The above picture shows the process of person searching a number with a lens, in the memory. This is laborious process, which is done by simple indexing, and sorting subroutines."
87,https://www.quora.com/How-is-artificial-intelligence-being-used-in-e-learning/answer/Kamal-Raj-17,80,–,www.quora.com,How-is-artificial-intelligence-being-used-in-e-learning,"Online Education is rapidly evolving everyday. The continued lockdown due to variants of COVID is making the delivery of education will see a complete shift.
Before even thinking roles of AI in this domain, one has to get some perspective on the penetration of Online Education. Learn Platform USA has shared their anonymised customer data, through Kaggle. Below are some of the findings
The data gives all the above information, which can lead to decisions that will help the businesses and the students ultimately. Below we can the product that is used the most.
Following that we can see how the various US cities and the school districts that are using the Online platform.
The below kaggle notebook can share the codes, and the data that were used for making the above charts.
Above is an the application of data analysis in Online_Education. Even the data analysis can be automated with AI. The usual process is, before unleashing the AI on any application, the data analysis is done. The appropriate AI can be used for the specific challenge strategically.
AI can be broadly categorised into the following
Of the above, Computer Vision and Natural Language Processing can be used in Online platform, and make it more efficient. There are many places like shown below.
Computer Vision:
Natural Language Processing:
This type of AI application is booming in many ways.
The answer shared is for reference purpose only. The data shared can be easily checked by anyone interested. The power is the level of DEMOCRATISATION, the data allows every one to participate and contribute."
88,https://www.quora.com/Why-doesnt-the-same-concept-apply-to-learning-real-world-machine-learning-engineering-since-it-is-said-that-learning-anything-under-the-tutelage-or-guidance-of-a-very-experienced-tutor-cuts-down-time-frames-that-is/answer/Kamal-Raj-17,13,–,www.quora.com,Why-doesnt-the-same-concept-apply-to-learning-real-world-machine-learning-engineering-since-it-is-said-that-learning-anything-under-the-tutelage-or-guidance-of-a-very-experienced-tutor-cuts-down-time-frames-that-is,"Good day and thanks for asking this qoestion.
Machine learing and real world learning has different purposes. Real world learning, one learns to navigate this world easily and gain self actualisation. While ML is done for automating the rule making and modeling so the real world can be seen with a different lens.
Models are just algebra equations with many variables in form of matrices. In real world the models we learn are stored in differently in our brain. So the learnings cannot be compared."
89,https://www.quora.com/Who-is-liable-for-damages-caused-by-artificial-Intelligence/answer/Kamal-Raj-17,15,–,www.quora.com,Who-is-liable-for-damages-caused-by-artificial-Intelligence,The company that runs the AI and gathers the data will be responsible. There is no law to make the AI program to be held responsible for the crime or issue it created.
90,https://www.quora.com/In-my-18-year-old-daughters-class-each-student-has-to-prepare-a-topic-and-teach-the-class-about-it-for-45-minutes-However-she-is-very-shy-with-social-anxiety-Is-there-any-way-she-can-get-out-of-this/answer/Kamal-Raj-17,66,–,www.quora.com,In-my-18-year-old-daughters-class-each-student-has-to-prepare-a-topic-and-teach-the-class-about-it-for-45-minutes-However-she-is-very-shy-with-social-anxiety-Is-there-any-way-she-can-get-out-of-this,"Ask her to open the video cam and teach to herself. Ask her to only thinh and observe the goods and bads of her theory and memory.
Get her to join the Toastmasters club as a guest and take the table topic speaking oppurtunity.
Give her a Good reason to enjoy what she has to do. No monetary incentives. She has to love going in front of the crowd for better confidence, leadership skills and even freedom.
All the best for her carreer."
91,https://www.quora.com/Does-machine-learning-improve-corporate-fraud-detection/answer/Kamal-Raj-17,21,–,www.quora.com,Does-machine-learning-improve-corporate-fraud-detection,"It can learn to detect credit card fraud detection, loan defaults, purchases that are converted to emi. Corporate frauds are much easier to detect in traditional ways, using auditors. The data spread in corporates usually don't have the big data benfits.
There are computer vision and natural language processing algorithms that can help in finding fraud patterns in the documents and processes. Presently an army of managers, slew of CRM softwares avoid or detect the frauds."
92,https://www.quora.com/What-is-an-AI-assisted-RPA/answer/Kamal-Raj-17,14,–,www.quora.com,What-is-an-AI-assisted-RPA,"It is called Process Mining in the AI/ ML industry.
There is a very good introduction about the process mining in the below kaggle notebook, if you are interested in seeing the application in action.
Process Mining captures the digital footprints from any number of systems throughout an organization and organizes them in a way that shows each step of the journey to complete that process, along with any deviations from the expected path.(Paraphrased from the Kaggle Notebook)
Regular RPA involves using the UI to manually program the process automation. In process mining, the program tries to learn the steps necessary to complete a task, say to get shipping order, fill a billing Invoice, mail it to the customer. This is a business requirement, which is done by many people across multiple industry. When all the data is collected, the process can be “Mined” or learned by the Machine.
It is a interesting field which is at a nascent stage. Anyone willing to enter the AI field can look at this field ripe for taking."
93,https://www.quora.com/How-can-I-manage-my-anxiety-from-my-sales-job/answer/Kamal-Raj-17,58,–,www.quora.com,How-can-I-manage-my-anxiety-from-my-sales-job,"Answer is, You don't think about your job when you are not doing it. To achieve that, you need to work and plan meticulously when you are doing the job.
I have the same challenge and the above solution works like a charm.
In many ways sales job is like cooking. If you follow the rules and have correct ingredients then your dish will be the best.
All the best."
94,https://www.quora.com/What-books-are-you-planning-to-read-in-2022/answer/Kamal-Raj-17,62,1,www.quora.com,What-books-are-you-planning-to-read-in-2022,"I have started “the console wars” and already reading The art of Game design. I have started the Facebook storty which is very different book.
I have some rereadings to do. The atlas shrugged is at the top. Then there is book of joy and Full catastrophy living.
New books are mostly about games, programming, maohine learning and artificial intelligence. My goal is to land a business that does data analysis."
95,https://www.quora.com/What-are-commercially-available-AIs-or-chatbots-that-you-can-explicitly-teach-train/answer/Kamal-Raj-17,82,–,www.quora.com,What-are-commercially-available-AIs-or-chatbots-that-you-can-explicitly-teach-train,Chatterbot is available as open source that you can train. The Spacy library can speed up your model building too. Using the model the chatbot can be built
96,https://www.quora.com/Could-AI-ever-replicate-or-outperform-the-human-brain/answer/Kamal-Raj-17,299,–,www.quora.com,Could-AI-ever-replicate-or-outperform-the-human-brain,"AI is a group of Algorithms. Just like Google’s Page Rank, or FB’s Edge Rank.
Human Brain is still complex and nuanced for the algorithms like AI to simulate. AI can give a feeling that, it is simulating the real brain. Under the hood, it is just smart algorithms that has been developed by more smarter mathematicians.
Reinforced learning Algorithms are promising to simulate the brain. RL is being developed with lot more human involvement, than even the regular deep learning algorithms like RNNs or LSTMs. The control knobs in our brain is very different, and complex. Ranging from simple blood sugar level, to more complicated harmones injection, brain can throw very unique challenges that makes simulation a nightmare.
The difference could be made with help of quantum computers. Which can bring out all the possible outcomes in a single compute. To understand quantum computing algorithm, could be a huge break through. Which is well underway, from multiple fronts. Google, Dwave and many others are spear heading this innovation.
The scenario is still a wait and watct condition. The moment, there is a breakthrough in this area, get ready for major leap in the way we live."
97,https://www.quora.com/In-machine-learning-and-NLP-for-Arabic-what-is-the-part-of-speech-tagging/answer/Kamal-Raj-17,8,–,www.quora.com,In-machine-learning-and-NLP-for-Arabic-what-is-the-part-of-speech-tagging,"checkout the Spacy language models.
There is no Arabic module now based on my search."
98,https://www.quora.com/Can-machine-learning-deep-learning-tools-be-used-for-automating-the-process-of-chip-design-entirely-Thereby-invalidating-the-usefulness-of-various-EDA-tools-By-design-I-mean-simulation-not-the-actual-fabrication/answer/Kamal-Raj-17,152,1,www.quora.com,Can-machine-learning-deep-learning-tools-be-used-for-automating-the-process-of-chip-design-entirely-Thereby-invalidating-the-usefulness-of-various-EDA-tools-By-design-I-mean-simulation-not-the-actual-fabrication,"A bit of thinking gave a different view.
Using Reinforced learning, much of the decision making in the design process can be automated. That really comes close to automating in the sense you are asking. If the RL can be programmed to learn from simulating a lot of chip design and thru that learn the best design, it could be possible.
The major issue is the process automation programming works with many different inputs and timelines. There will be both time series data and data with various features in each step of the process. Reinforced learning paired with Machine learning or deep learning can do what you are asking."
99,https://www.quora.com/Can-I-learn-AI-or-robotics-through-an-online-course-and-make-it-as-a-career-as-I-am-30-years-old-and-graduated-in-BSc-computer-science-in-2012/answer/Kamal-Raj-17,16,1,www.quora.com,Can-I-learn-AI-or-robotics-through-an-online-course-and-make-it-as-a-career-as-I-am-30-years-old-and-graduated-in-BSc-computer-science-in-2012,"There are two important requisite for AI and Robotics. One is perseverance and another is imagination.
The online courses can plunge you right into the exact work you might do. Ask yourself, did you use everything you learned in Bsc? What makes the online courses different? (Do your research, that is expected from a AI engineer. No Data, then no decision)
I have taken atleast 10 different courses ranging from Kaggle to Coursera. The interesting pattern is, the courses teach the tools and the pr..."
100,https://www.quora.com/Are-AI-machine-learning-and-Web-3-correlated/answer/Kamal-Raj-17,174,–,www.quora.com,Are-AI-machine-learning-and-Web-3-correlated,"Web3 and AI can be made to coexist. The Blockchain community is pushing for this synergy.
Blockchain gives a way to look at the world with distributed trust and get data that is very reliable and automated.
There are so many apps that collect your wants, needs and demands. These apps(read any app that is online) have some usefulness, so we use them and share our data. How about the activity that we do offline? This is done with sensors that are trustable by central body. Most cases it is humans collecting the data. Web3 enters this bottleneck area.
With help of distributed network, and IOT the real world physical data is collected. Then AI enters to leverage the power of algorithms to help those in need of taking decisions.
The above line looks so simple, and the moment you unpack the underlying technical complexity surfaces. Do a bit more research. The world with IOT and Blockchain can turn in to a videogame called watchdogs. In that the AI regenerates the crime scene. That, is the ultimate use case of Blockchain and Iot.
The concept of metaverse, real life simulation is also tied to the distributoed way of getting the data and showing it to the consumer. The reality that we live itself is possible because much of the sensor lies with ourself and our brain does the analysis. We react pretty quick. With the advent of Blockchain the entire cities, organisations can become like a huge organism. That can see, hear, learn and feel itself. (We are pretty long way from that though)
Its a wonderful world, do some more research. Take some open courses to learn about the workings of the Blockchain. The things will become more clear."
101,https://www.quora.com/How-should-I-proceed-further-in-Computer-Vision-and-NLP-after-completing-the-Coursera-Deep-Learning-courses-I-want-to-go-in-depth-in-both-of-them-What-would-be-some-good-projects-or-advanced-courses-to-do/answer/Kamal-Raj-17,12,–,www.quora.com,How-should-I-proceed-further-in-Computer-Vision-and-NLP-after-completing-the-Coursera-Deep-Learning-courses-I-want-to-go-in-depth-in-both-of-them-What-would-be-some-good-projects-or-advanced-courses-to-do,"You have two paths.
The industry that uses computer vision the most is Self-driving vehicle, Medical, Process Industry and Marketing. There are many projects that come up in Kaggle, that you can try. You can also look at the data that is floating around, like in your college, work place and see if you can use it for learning. Today, to find recipe for a vegetable that you see in the market, Google lens is used. So the ideas can be very creative
The industry that uses NLP the most is Finance, Marketing, Medicine and automation industry. The chatbots like Ok google and Siri are work of NLP. The NLP is beginning to enter auditing and legal domains due to the effort required by the people in these domains. There are efforts to replace the scoring teacher for exams by NLP. There is a recentl Kaggle competition that launched. Take a look.
The learning starts from here for you. Select one path and stick to it. Learn the sub field like, data collection and cleaning. Learning the process in major organization. Lookout for any new org that might enter into AI enabling, you can get an internship.
All the best for your career."
102,https://www.quora.com/What-is-an-example-of-using-an-AI-chatbot-in-health-care/answer/Kamal-Raj-17,26,–,www.quora.com,What-is-an-example-of-using-an-AI-chatbot-in-health-care,"Yourdost and Watson comes to mind immediately. The chat bots have started proliferating not only in healthcare, but even in finance, teaching domains. With the advent of GAN and LSTM deep learning network, building the chatbot for your specific domains is getting more easier
Training can be done using TPUs, by considering the word vector as pixels."
103,https://www.quora.com/How-do-you-know-if-you-love-someone-7/answer/Kamal-Raj-17,46,–,www.quora.com,How-do-you-know-if-you-love-someone-7,"Memory of someone you love can instantly heal you, give you energy and wake you up even from extraordinary illness.
Moment you the thought of person you love might make you horny, and bring out the emotions of lust. As these emotion subsides, and your brain calms down, the warmth of caring and love settles. That is when you know, you are in love.
Unable to sleep at night without hearing their voice. Feeling the gaping hole in your mind (not brain) and unable to think objectively about the world around you. That is infatuation. Don’t mistake that for love.
When you calmly asleep and feel assured that the person you love is also thinking about you, and smile for a moment. That is real love. Person who makes you love yourself more for having them in your life."
104,https://www.quora.com/What-is-it-that-makes-fake-news-and-fake-memes-go-viral-so-easily/answer/Kamal-Raj-17,56,–,www.quora.com,What-is-it-that-makes-fake-news-and-fake-memes-go-viral-so-easily,"Algorithms that power the social media sites’ main page. That is what creates the “Viral” effect. Secondly Memes themselves rides on the idea that is very familiar and memorable.
Algorithm is tasked with populating the things that your friends have watched, liked or commented. These are 3 simple activities. When 150 friends do any one of the action, your page updates.
Multiply that with other social media sites like twitter, linkedin joining with the algorithms running on your social media site. The speed with which the fake news propagates is very fast.
Humans are easily influenced by “Authority”. When the fake news is said in a authoritative tone, wording, with legitimate looking web url, we believe it to be true. Forward it to the social media pages, with just commenting or liking. The algorithm then spreads the news like a virus on your friends’ network. If one of your 150 friends sees it, and does like or comment the cycle begins.
Influencers who gather millions of followers or subscribers can create instant viral effect, by propagating the news to everyone in their followers’ list. Just a click.
This is all possible because of how the algorithms are written, and how they interact with each other. The fake news has been around for long time, only now the algorithms have made it so easy to move the news fast. This effect can be seen in how the world market reacts to any fearful or bad news.
Algorithms or social media sites are just tools like traditional media like news paper. They are only conduits. Only we humans have to learn, and be wary of what we consume and like."
105,https://www.quora.com/Why-is-nothing-going-viral-recently,363,,www.quora.com,Why-is-nothing-going-viral-recently,"Things are, alot of things are, cringe stuff and so much more, it's just maybe what you look at is not going viral, check more stuff to find out it's going viral :D


















"
106,https://www.quora.com/Are-artificial-intelligence-and-machine-learning-the-future-of-process-plant-operations-and-management/answer/Kamal-Raj-17,55,–,www.quora.com,Are-artificial-intelligence-and-machine-learning-the-future-of-process-plant-operations-and-management,"Automation has mostly taken over plants which can afford the fixed costs of the robots, infra and available cash flow. AI is just going to make this more easier.
When the process can be learnt by a bot and deployed with less financial cost, then there will slew of automation. This learning is now steadily improving with machine learning and AI powered Visual and Language processing.
Yes, the processes that are repeatable and needs only human arm and eyes, will get automate by AI."
107,https://www.quora.com/What-categories-of-Mathematics-should-you-be-familiar-with-for-learning-Computer-Sciences-Deep-learning-and-Machine-Learning-Specialities/answer/Kamal-Raj-17,18,1,www.quora.com,What-categories-of-Mathematics-should-you-be-familiar-with-for-learning-Computer-Sciences-Deep-learning-and-Machine-Learning-Specialities,"There is a simple subject called Algebra that has powered the entire machine learning and AI revolution.
ax + b = c
It all starts with that simple equation. In case of machine learning. We know the “c”. The data. It is constant. Because it cannot be changed. It is there after collecting.
Then the differentiation, integration, matrix algebra, and optimization theory kicks in. You need not understand them to be a practitioner. If you know it is required, that is good.
If you apply for job then it is expected you know about them a bit deeper, like what really differentiation is, and how gradient descent works or some other algorithms. Even there you dont need to write the algorithms. This is what is required for daily work.
So start as a practitioner and then move to become expert. Problems algebra, differentiation can solve is very different from what machine learning with data can solve. And still use the base of algebra. Practice and then connect the dots."
108,https://www.quora.com/Can-AI-predict-absolutely-and-independently-without-being-fed-by-a-definite-set-of-programme-codes-by-a-programmer/answer/Kamal-Raj-17,45,1,www.quora.com,Can-AI-predict-absolutely-and-independently-without-being-fed-by-a-definite-set-of-programme-codes-by-a-programmer,"Nope. AI is not a being with agency. AI currently is something like the below picture.
So the AI cannot take any decisions currently without human aid. Still research going on for reaching level of sentience."
109,https://www.quora.com/Cant-we-just-screenshot-NFT-art-and-sell-it/answer/Kamal-Raj-17,34,–,www.quora.com,Cant-we-just-screenshot-NFT-art-and-sell-it,"To sell that screen shot you need to own it first. To say you own it, you need to register it on a Blockchain. That will cost you money, or crypto. Then you can sell it on the Blockchain.
Check out Open Sea. They offer the service to host your NFT. The point is to think how much you would be willing to spend for just “owning” it."
110,https://www.quora.com/What-is-the-best-path-as-a-career-among-Cyber-Security-Machine-learning-and-AI-software-development/answer/Kamal-Raj-17,88,–,www.quora.com,What-is-the-best-path-as-a-career-among-Cyber-Security-Machine-learning-and-AI-software-development,"Where do you think there is major demand for skilled professional is?
All these careers are currently taken up by almost everyone. Every other school friend is working at FAANG company. There has to be an edge, that you can leverage against the world, the organisations. There is a saying in Tamil, that roughly translates as follows.
In a land where there is no sugar the Mehua flower is Sugar. Where can your skills be used? That research must have lead you to quora the first place. Aspiring to be a cyber security or data scientist lies in not just about finding a job, but creating many jobs…. That could be an edge, which many entrepreneur do.
What is required now is to think of completely new professions altogether. Something very basic.
Ability to enter any field and master it at rapid pace. That seems to be great edge. My being an evangelist of mastery, advicing that, “Jack of all Trades” is an edge feels hypocritical. Things that we have to master has started to change.
Basic way we learn is getting altered by AI. It is no longer mandatory to master repetitive work through repetition. It can be programmed. Only the problem has to be looked from engineering and problem solving attitude. Any real world problem can be converted to algorithm or models now. That is very powerful.
Abstracting the working of ML, Cyber and SW Development is under rapid progress in AI field. Think about these professions, you can find frameworks, heuristics and certifications that one learns for years to master. All of these on top of undergraduate engineering course.
Really, is this necessary? Why to create such a burden on the children by making them study every subject under the universe and the make them feel bad when they arw unable to use it? Is the time spent is productive for our youth?
AI is making the career switching much easier, and frictionless in coming decade…. It doesn’t matter, whether you are developer or cyber hacker. You have to be conversant with how a computer thinks, a network moves data, AI learns from that data, and how marketing and product development fuels this entire cycles.
All this gives you a very different view of the world to thrive and have fun. Not just work and earn money."
111,https://www.quora.com/What-is-the-most-advanced-expression-of-AI-in-the-world-right-now-today/answer/Kamal-Raj-17,22,–,www.quora.com,What-is-the-most-advanced-expression-of-AI-in-the-world-right-now-today,"AI concept called Generative Adversarial network is the highest creative expression currently. Anyone can gin up the algorithm to create very interesting and dream like hallucinations.
Algorithms hallucinate and give out pictures.
In reality it is just mathematics made to work in complex ways to create such effects. Still it is very advanced expressions."
112,https://www.quora.com/What-is-the-difference-between-supervised-and-unsupervised-learning-and-how-can-we-tell-the-difference/answer/Kamal-Raj-17,73,–,www.quora.com,What-is-the-difference-between-supervised-and-unsupervised-learning-and-how-can-we-tell-the-difference,"It is all in the data. If the data is labeled and your model learns from that data, then it is supervised. If data is not labeled then it becomes Unsupervised Learning.
The idea is unsupervised learning can provide patterns that humans or the systems did not think about. This kind of learning can be very useful when there are more dimensions (features), especially in Computer Vision, Time series analysis and NLP.
Supervised learning models have their benefits too. The benefit is, we get “Free Products”. Take quora, a free product where you get the answer for many different questions. The data is created by users and it is labeled by them and shared to quora engineers. Who can make models out of it.
One question that the quora data can answer,
Who is most likely to answer the next question you have?
Quora can look at all the questions that one person has answered, and classify whether that person can answer your question using Natural Language processing models.
Even a simple regression analysis on, how many question one person has answered till date, can be used to forecast the future.
These types of questions and their answers make the product managers at quora to make the product more efficient and interesting to play with.
Keep exploring. You will see countless problems that can be placed under these two categories. Have a great time."
113,https://www.quora.com/Is-personal-computer-artificial-intelligence-AI/answer/Kamal-Raj-17,25,–,www.quora.com,Is-personal-computer-artificial-intelligence-AI,"Nope, the computer that work at your table and the one carry in your pocket is just slab of glass and plastic made from things like oil and sand.
They help only in “computing”. The intelligence that is famously spoken about, is basic algebra supercharged to include the features of real world. The models work kn these features, which can be as long as 500 to 1000 dimensions
Artificial super or general intelligence is different in one important sense. It can know which data it needs to solve the problem, and goes about Collecting it. This level is not reached yet.."
114,https://www.quora.com/What-is-the-easiest-way-to-control-over-thinking/answer/Kamal-Raj-17,9,–,www.quora.com,What-is-the-easiest-way-to-control-over-thinking,"Thinking has two roots. One in your body and other in your philosophy. To change the thinking then move your body to a different place, exercise or take a walk. Emotions, feelings and insecurity all arise with your body and brain.
Other option, work on the philosophy and find a new one. Take course on logic and philosophy for a change and get a fresh look at this world. It does change the entire life."
115,https://www.quora.com/I-have-to-choose-3-preferred-skill-sets-among-AI-ML-Data-Analytics-Cyber-Security-Cloud-and-Java-Full-Stack-for-joining-Wipro-Can-anyone-suggest-which-is-better/answer/Kamal-Raj-17,76,–,www.quora.com,I-have-to-choose-3-preferred-skill-sets-among-AI-ML-Data-Analytics-Cyber-Security-Cloud-and-Java-Full-Stack-for-joining-Wipro-Can-anyone-suggest-which-is-better,"Data Analystics,AI/ML and Cloud Stack would be the best to start a rewarding career. These fields are devoting huge researchers for advancement. So for these three."
116,https://www.quora.com/How-do-I-supercharge-Gmail-with-keyboard-shortcuts/answer/Kamal-Raj-17,20,–,www.quora.com,How-do-I-supercharge-Gmail-with-keyboard-shortcuts,"I have been using Gmail for work till date. One important thing to remember is, why you want to use short cuts. To me, I want to get rid of the mouse and use wireless keyboard. This saves tremendous time. Increased Efficiency is a good motivation but it is usually not sufficient.
I love to type. Yes, it is like how artist loves his brush. I love to type with only my right hand and use my left for doing some easy task like drinking tea while I type. It is possible with right hand Dvorak keyboard layout. There will be NO mouse near me. This is another way to force myself to learn shortcuts.
With this kind of setup, learning to use shortcuts on gmail is more than a necessity for me. I first learned the short cut keys by seeing the short cut help page for every action I need to do on gmail. The learning curve was pretty steep.
Once learned and my finger memorized the short cuts then it is breeze from that moment. Mostly I use mouse only when the gmail option doesn't have a shortcut for an action.
It is simple really if you have seen the hackers and uber programmers type. They use the key board like a pianist playing. The sound the keyboard makes will be mesmerising. This is possible with the inspiration and motivation.
Take it as a challenge to learn the shortcut and you will see opportunity every corner. Have a great day"
117,https://www.quora.com/If-someone-builds-a-MODEL-for-specific-problem-inwhich-this-model-learns-in-each-situation-and-does-not-require-retraining-anymore-by-the-AI-scientist-would-it-be-needed-by-the-companies-in-such-business-domain/answer/Kamal-Raj-17,37,1,www.quora.com,If-someone-builds-a-MODEL-for-specific-problem-inwhich-this-model-learns-in-each-situation-and-does-not-require-retraining-anymore-by-the-AI-scientist-would-it-be-needed-by-the-companies-in-such-business-domain,"Transfer learning.
In deep learning there is a concept called transfer learning where a model trained on a data can be used for classification of a entirely different data. The neural networks are modified by methodically Cutting certain parts of the model and retrain. This saves tremendous time and machine power.
Same way the model trained in a business can be used for different business with a bit of creativity. Usually the AI engineers prefer to build from the scratch. Use only the existing model in parts, but not in whole.
Take a look at this concept in Keras and Pytorch deep learning frameworks. It is very interesting to learn the idea behind it."
118,https://www.quora.com/Which-deep-learning-techniques-are-best-suited-for-sequential-data/answer/Kamal-Raj-17,24,–,www.quora.com,Which-deep-learning-techniques-are-best-suited-for-sequential-data,"LSTM and RNN are most suitable for sequential data. However the ARIMA and SARIMAX machine learning models give better predictions if hyper parameters are set with patience and knowledge.
FBProphet is very powerful machine learning algorithm which uses many heuristics that needs to be tweaked.
RNN are used in NLP too and language is the pervasive sequence that humans live and breath."
119,https://www.quora.com/How-do-I-make-a-bot-that-clicks/answer/Kamal-Raj-17,80,–,www.quora.com,How-do-I-make-a-bot-that-clicks,"Check out the RPA softwares like those made by the following companies
The software makes it simple to build complex bots that are very easy to make using gui interface. Very less programming is required
There are bots that mimic the action of clicking, that can be written in python. Appropriate libraries and sufficient time to learn should bring you up to speed fast enough.
A simple web search got me the above sites that can easily teach you how to get your mouse to click, without you lifting a twinkie. Take a look, enjoy programming."
120,https://www.quora.com/When-are-we-going-to-get-thinking-robots/answer/Kamal-Raj-17,17,–,www.quora.com,When-are-we-going-to-get-thinking-robots,"Reading the Robot series of Issac Asimov, left with a strong yearning to make a robot that can “Think” to begin with. When I completed the Foundation series, I understood why Elon Musk is very bullish about humans going to MARS.
During a lunch at office, topic of what we really want to become or create came up. I instinctively told, to make “Robots that Think”. All I got was blank stares from my colleagues. In fact, I was clueless on where to even begin.
I started training for the machine learning and python programming. I explored the ROS system that is predominant in building robot simulation. The search further lead to computer vision and AI systems. Forecasting techniques using the RNN, LSTM and other algorithms. None of the AI sounding algorithms were really “Intelligence”
So did I find the answer?
The answer was already known to me. I am a trained public speaker and influencer. Speakers believe that words carry lot more power than the pictures. Words can be used to program the minds. Even our self-talk can alter our state of thinking. I had known this all along, and did not think about Natural Language programming.
When I was losing hope in finding the key to thoughts, and thinking I was searching for some books on Natural Language Programming. One of the books hit the cord and resonated.
NLPIA has the introduction to NLP like no other. The authors have extensive experience, and tied the lose ends to the “Thinking” problem of the robots. In fact, there are so many scientists working with the same passion and vision. “To Make the Robots (bots) think”. MS already released “Tay”, an AI Bot which became very anti-social, and was taken down.
So we already have thinking bots. The robots wiill be around sooner than we expected. Musk’s Mars mission wiill be more interesting and science fiction worthy, when the flights are controlled by the “Thinking Robots”. Stay tuned and passionate."
