SecurityCode,CompanyName,Industry,Type,Quarter,DateBegin,DateEnd,Description,OtherIncome,TotalIncome,Expenditure,CostofMaterialsConsumed,FinanceCosts,OtherExpenses,ChangesInInventoriesofFinishedGoodsWorkinprogressandStockintrade,EmployeeBenefitExpense,DepreciationAndAmortisationExpense,ProfitAfterInterestbutbeforeExceptionalItems,ProfitLossfromOrdinaryActivitiesbeforeTax,Tax,NetProfitLossfromOrdinaryActivitiesafterTax,NetProfit,Currenttax,NextStockDeviation,Deferredtax,ProfitfromOperationsbeforeOtherIncomeInterestandExceptionalItems,ProfitbeforeInterestandExceptionalItems,Interest,OtherOperatingIncome,Purchasesofstockintrade
500125,E.I.D.-PARRY INDIA LTD.,Other Agricultural Products,Audited,Q1 2016,01-Jan-16,31-Mar-16,Amount (Rs. million),153.30,,-40257.60,-28582.00,,-6866.80,,,-635.90,,2932.90,-262.50,2670.40,2670.40,,272.95,,,,-1063.30,43.60,
500125,E.I.D.-PARRY INDIA LTD.,Other Agricultural Products,Un-Audited,Q4 2015,01-Oct-15,31-Dec-15,Amount (Rs. million),300.10,,-37088.10,-24016.40,,-5104.50,,,-605.50,539.40,789.40,,,,,281.05,,1267.40,1567.50,-1028.10,289.50,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q4 2019,01-Oct-19,31-Dec-19,Amount (Rs. million),23.70,10010.00,-9252.10,-7780.70,-17.80,-1027.30,423.50,-300.60,-253.60,757.90,757.90,-216.30,541.60,541.60,-237.00,141.65,20.70,,,,,-295.60
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q3 2019,01-Jul-19,30-Sep-19,Amount (Rs. million),8.20,9091.80,-8918.50,-5844.30,-29.20,-957.20,-562.70,-220.50,-255.50,173.30,173.30,-27.80,145.50,145.50,-52.40,163.1,24.60,,,,,-1049.10
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q2 2019,01-Apr-19,30-Jun-19,Amount (Rs. million),26.80,10141.20,-9829.40,-6295.80,-23.60,-1098.60,-303.00,-228.60,-251.00,311.80,311.80,-85.00,226.80,226.80,-100.60,192.95,15.60,,,,,-1628.80
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Audited,Q1 2019,01-Jan-19,31-Mar-19,Amount (Rs. million),27.90,12663.00,-12244.20,-8820.00,-17.10,-1442.70,-999.60,-222.30,-233.70,418.80,418.80,-103.70,315.10,315.10,-45.30,149.05,-58.40,,,,,-508.80
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q4 2018,01-Oct-18,31-Dec-18,Amount (Rs. million),20.50,11795.20,-10700.70,-9263.30,-48.10,-1248.30,1377.30,-333.50,-240.70,1094.50,1094.50,-289.90,804.60,804.60,-286.70,153.1,-3.20,,,,,-944.10
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q3 2018,01-Jul-18,30-Sep-18,Amount (Rs. million),17.50,7780.60,-7321.80,-4875.70,-54.30,-1221.80,205.80,-254.80,-247.20,458.80,458.80,-127.40,331.40,,-108.60,113.85,-18.80,,,,,-873.80
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q2 2018,01-Apr-18,30-Jun-18,Amount (Rs. million),50.50,8092.00,-7368.50,-4299.50,-68.80,-1169.60,-1037.80,-268.90,-234.80,723.50,723.50,-193.00,530.50,530.50,-210.10,165.65,17.10,,,,,-289.10
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Audited,Q1 2018,01-Jan-18,31-Mar-18,Amount (Rs. million),24.30,8831.90,-7905.70,-6234.10,-67.90,-1198.50,140.80,-284.80,-199.30,926.20,926.20,-137.30,788.90,,-147.20,120.7,-120.40,,,,,-61.90
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q4 2017,01-Oct-17,31-Dec-17,Amount (Rs. million),71.60,10205.60,-9299.50,-7308.30,-46.00,-1077.80,101.40,-287.70,-193.50,906.10,906.10,-274.10,632.00,632.00,-298.20,208.35,24.10,,,,,-487.60
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q3 2017,01-Jul-17,30-Sep-17,Amount (Rs. million),40.10,7745.50,-7457.80,-5043.30,-41.30,-971.50,-176.10,-218.40,-187.60,287.70,287.70,-78.30,209.40,,-81.50,138.95,3.20,,,,,-819.60
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q2 2017,01-Apr-17,30-Jun-17,Amount (Rs. million),10.30,7036.80,-6835.30,-4869.20,-24.20,-845.10,,,,201.50,201.50,-33.10,168.40,,-53.50,132.05,20.40,,,,,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Audited,Q1 2017,01-Jan-17,31-Mar-17,Amount (Rs. million),76.10,10829.30,-10404.30,-7173.20,-166.20,-1017.00,321.10,-226.40,-190.00,425.00,425.00,-88.50,336.50,,-100.80,209.4,12.30,,,,,-1827.20
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q4 2016,01-Oct-16,31-Dec-16,Amount (Rs. million),34.30,,-8230.20,-6945.20,,-903.90,,,-176.60,574.60,574.60,-121.00,,,,240.4,,566.90,601.20,-26.60,32.20,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q3 2016,01-Jul-16,30-Sep-16,Amount (Rs. million),42.00,,-6101.20,-4465.20,,-740.90,,,-177.30,349.30,349.30,-51.00,,,,241.6,,320.00,362.00,-12.70,9.40,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q2 2016,01-Apr-16,30-Jun-16,Amount (Rs. million),14.90,,-7181.30,-4655.30,,-724.50,,,-170.30,630.30,630.30,,,,,216.8,,637.80,652.70,-22.40,11.10,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Audited,Q1 2016,01-Jan-16,31-Mar-16,Amount (Rs. million),31.80,,-6199.60,-4321.50,,-743.60,,,-169.00,328.40,328.40,-13.80,,,,287.75,,321.90,353.70,-25.30,12.00,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q4 2015,01-Oct-15,31-Dec-15,Amount (Rs. million),43.30,,-7489.50,-4911.80,,-788.50,,,-162.10,345.30,345.30,-32.70,,,,93.8,,317.40,360.70,-15.40,21.60,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q3 2015,01-Jul-15,30-Sep-15,Amount (Rs. million),5.80,,-6734.80,-4173.50,,-800.50,,,-163.60,178.80,178.80,-18.50,,,,170.65,,195.80,201.60,-22.80,25.70,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q2 2015,01-Apr-15,30-Jun-15,Amount (Rs. million),17.46,,-5713.11,-4187.50,,-748.86,,,-155.91,374.66,374.66,-126.16,,,,118.3,,392.76,410.22,-35.55,21.18,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Audited,Q1 2015,01-Jan-15,31-Mar-15,Amount (Rs. million),25.44,,-6007.15,-4062.27,,-762.34,,,-219.77,106.63,106.63,,,,,129.5,,137.21,162.64,-56.01,15.25,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q4 2014,01-Oct-14,31-Dec-14,Amount (Rs. million),30.61,,-7677.91,-6104.65,,-908.70,,,-140.60,310.98,310.98,,,,,43.15,,308.15,338.76,-27.78,20.84,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q3 2014,01-Jul-14,30-Sep-14,Amount (Rs. million),16.57,,-5181.25,-3281.65,,,,,-134.14,152.37,152.37,-31.77,,,,94.4,,156.10,172.68,-20.30,13.03,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Un-Audited,Q2 2014,01-Apr-14,30-Jun-14,Amount (Rs. million),17.75,,-5409.51,-3364.79,,,,,-115.24,407.59,407.59,-110.06,,,,72.85,,435.69,453.44,-45.85,18.98,
524226,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products,Audited,Q1 2014,01-Jan-14,31-Mar-14,Amount (Rs. million),14.24,,-8023.59,-5767.22,,,,,-119.99,536.46,536.46,-55.68,,,,52.85,,597.50,611.74,-75.28,38.87,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q4 2019,01-Oct-19,31-Dec-19,Amount (Rs. million),76.66,1296.54,-1181.69,-1682.64,-1.22,-250.02,1038.95,-221.67,-65.09,114.85,114.85,-29.56,85.29,,-25.67,546.0,-3.89,,,,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q3 2019,01-Jul-19,30-Sep-19,Amount (Rs. million),28.06,1204.66,-1046.00,-2158.25,-0.90,-188.91,1512.09,-148.06,-61.97,158.66,158.66,-23.43,135.24,,-22.21,520.05,-1.22,,,,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q2 2019,01-Apr-19,30-Jun-19,Amount (Rs. million),41.39,6317.17,-3978.27,-1099.06,-0.89,-626.22,-2049.38,-140.34,-62.38,,2338.90,-36.48,2302.42,2302.42,-36.21,720.2,-0.27,,,,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q1 2019,01-Jan-19,31-Mar-19,Amount (Rs. million),23.73,470.95,-565.56,-1357.16,-0.33,-144.01,1115.94,-121.31,-58.68,-94.61,-94.61,-19.79,-114.40,-114.40,4.19,603.1,-23.97,,,,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q4 2018,01-Oct-18,31-Dec-18,Amount (Rs. million),105.99,777.82,-723.78,-649.01,-0.53,-163.10,257.55,-116.09,-52.61,54.05,54.05,-17.56,36.49,36.49,-17.69,474.8,0.13,,,,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q3 2018,01-Jul-18,30-Sep-18,Amount (Rs. million),130.63,882.57,-720.47,-2417.04,-0.21,-203.99,2048.73,-100.94,-47.02,162.10,162.10,-42.72,119.38,119.38,-42.58,506.05,-0.14,,,,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q2 2018,01-Apr-18,30-Jun-18,Amount (Rs. million),168.33,5987.23,-3837.46,-900.17,-0.18,-553.03,-2214.07,-116.55,-53.46,2149.77,2149.77,-43.96,2105.82,2105.82,-44.22,603.15,0.26,,,,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Audited,Q1 2018,01-Jan-18,31-Mar-18,Amount (Rs. million),13.82,429.86,-602.36,-675.54,-0.47,-171.14,414.16,-116.93,-52.43,-172.50,-172.50,-11.26,-183.75,-183.75,-11.45,370.75,0.19,,,,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q4 2017,01-Oct-17,31-Dec-17,Amount (Rs. million),16.22,722.62,-667.01,-972.81,-0.46,-114.69,575.16,-96.73,-57.48,55.61,55.61,-1.26,54.34,54.34,-1.44,598.4,0.18,,,,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q3 2017,01-Jul-17,30-Sep-17,Amount (Rs. million),164.03,860.04,-609.88,-1612.14,-0.66,-184.80,1365.11,-116.79,-60.59,250.15,250.15,-41.09,209.06,209.06,-41.27,521.35,0.17,,,,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q2 2017,01-Apr-17,30-Jun-17,Amount (Rs. million),42.87,5948.46,-3902.23,-514.83,-2.41,-647.31,-2556.60,-118.08,-63.02,2046.23,2046.23,-22.46,2023.77,2023.77,-23.11,447.0,0.65,,,,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Audited,Q1 2017,01-Jan-17,31-Mar-17,Amount (Rs. million),17.66,420.67,-740.60,-820.40,-0.43,-168.11,,,-65.55,-319.93,-912.31,40.36,-871.95,,59.11,443.75,-18.75,,,,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q4 2016,01-Oct-16,31-Dec-16,Amount (Rs. million),100.97,,-713.43,-1381.17,,-194.97,,,-68.93,65.64,65.64,-30.12,35.53,35.53,,514.45,,-34.91,66.06,-0.42,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q3 2016,01-Jul-16,30-Sep-16,Amount (Rs. million),170.47,,-716.34,-1009.30,,-153.27,,,-72.45,131.55,131.55,-54.11,77.45,77.45,,497.85,,-38.70,131.77,-0.22,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q2 2016,01-Apr-16,30-Jun-16,Amount (Rs. million),54.39,,-3435.13,-573.36,,-504.39,,,-77.99,1558.84,1558.84,-15.15,1543.69,1543.69,,609.5,,1504.61,1559.00,-0.15,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q1 2016,01-Jan-16,31-Mar-16,Amount (Rs. million),56.75,,-560.56,-1833.71,,-107.50,,,-74.92,,-66.13,-11.68,-77.81,-77.81,,533.6,,,,-0.55,,
532899,KAVERI SEED COMPANY LTD.,Other Agricultural Products,Un-Audited,Q4 2015,01-Oct-15,31-Dec-15,Amount (Rs. million),41.61,,-871.38,-914.03,,-251.20,,,-81.35,,88.72,0.65,89.37,89.37,,457.8,,,,-0.57,,
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Un-Audited,Q4 2019,01-Oct-19,31-Dec-19,Amount (Rs. million),12.05,1131.49,-662.60,-233.02,-7.92,-199.87,33.96,-191.35,-63.94,468.89,468.89,-123.31,345.58,,-121.61,316.25,-1.70,,,,,-0.46
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Un-Audited,Q3 2019,01-Jul-19,30-Sep-19,Amount (Rs. million),15.36,1129.78,-713.80,-249.83,-7.35,-194.75,8.16,-204.83,-64.71,415.98,415.98,-97.55,318.43,,-119.74,375.25,22.19,,,,,-0.49
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Un-Audited,Q2 2019,01-Apr-19,30-Jun-19,Amount (Rs. million),10.60,1113.96,-639.24,-224.22,-8.15,-176.61,37.55,-204.42,-62.60,474.72,474.72,-135.04,339.68,,-134.03,398.45,-1.01,,,,,-0.79
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Audited,Q1 2019,01-Jan-19,31-Mar-19,Amount (Rs. million),26.38,1130.54,-665.69,-188.57,-5.80,-202.95,-28.63,-185.43,-52.76,464.85,464.85,-130.26,334.59,,-121.85,398.85,-8.41,,,,,-1.55
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Un-Audited,Q4 2018,01-Oct-18,31-Dec-18,Amount (Rs. million),0.04,1017.45,-650.80,-128.25,3.40,-204.04,-48.47,-219.52,-54.06,,366.65,-113.18,253.47,253.47,-111.21,169.0,-1.97,,,,,0.14
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Un-Audited,Q3 2018,01-Jul-18,30-Sep-18,Amount (Rs. million),20.16,1051.67,-685.37,-109.87,-22.58,-208.41,-95.38,-195.89,,,366.30,-107.65,258.65,258.65,-124.79,310.9,17.14,,,,,-0.73
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Un-Audited,Q2 2018,01-Apr-18,30-Jun-18,Amount (Rs. million),3.78,1046.61,-624.77,-230.42,-13.72,-186.71,59.60,-201.45,-51.83,421.84,421.84,-109.52,312.32,,-122.48,188.9,12.96,,,,,-0.24
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Audited,Q1 2018,01-Jan-18,31-Mar-18,Amount (Rs. million),5.64,1091.92,-694.43,-226.42,-45.02,-226.92,43.96,-190.23,,397.49,397.49,-114.10,283.39,,-137.25,144.9,23.15,,,,,-2.68
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Un-Audited,Q4 2017,01-Oct-17,31-Dec-17,Amount (Rs. million),2.55,1084.36,-695.23,-180.69,-11.96,,-48.99,-184.36,,389.13,389.13,-124.04,265.09,,-116.94,165.95,-7.10,,,,,-0.47
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Un-Audited,Q3 2017,01-Jul-17,30-Sep-17,Amount (Rs. million),4.91,990.69,-635.39,-216.05,-13.80,-165.94,,,,355.30,355.30,-130.90,224.40,,-130.03,185.1,-0.87,,,,,
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Un-Audited,Q2 2017,01-Apr-17,30-Jun-17,Amount (Rs. million),3.21,804.83,-557.09,-176.21,-13.48,-158.77,26.44,-149.94,-37.55,,247.74,-85.07,162.67,162.67,-77.60,148.4,,,,,,-0.74
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Audited,Q1 2017,01-Jan-17,31-Mar-17,Amount (Rs. million),6.04,866.23,-577.49,-162.11,-12.03,-198.03,-35.10,-138.17,-31.99,288.74,288.74,-89.34,,,,189.8,,,,,,-0.06
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Un-Audited,Q4 2016,01-Oct-16,31-Dec-16,Amount (Rs. million),6.70,,-441.37,-178.10,,-148.10,,,-31.18,,163.18,-13.12,150.06,150.06,,208.8,,,,-2.54,,
540025,Advanced Enzyme Technologies Ltd,Other Agricultural Products,Un-Audited,Q3 2016,01-Jul-16,30-Sep-16,Amount (Rs. million),5.95,,-453.75,-128.50,,-162.39,,,-27.66,,450.92,-158.31,292.61,292.61,,189.35,,,,-9.31,,
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q4 2019,01-Oct-19,31-Dec-19,Amount (Rs. million),35.40,32576.10,-31159.90,-6319.60,-98.90,-4209.80,-10.10,-1267.10,-735.60,1416.20,1416.20,-346.20,,,-384.00,1297.85,37.80,,,,,-526.40
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q3 2019,01-Jul-19,30-Sep-19,Amount (Rs. million),17.50,35905.00,-34742.10,-7097.10,-87.90,-5088.90,-53.10,-1244.30,-688.90,,1162.90,-15.10,1147.80,1147.80,-130.40,1656.95,115.30,,,,,-389.90
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q2 2019,01-Apr-19,30-Jun-19,Amount (Rs. million),32.50,47116.70,-44562.50,-9729.30,-76.80,-5816.90,56.90,-1243.30,-692.20,,2554.20,-907.30,1646.90,1646.90,-986.40,1426.8,79.10,,,,,-474.20
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Audited,Q1 2019,01-Jan-19,31-Mar-19,Amount (Rs. million),106.20,34693.00,-33631.30,-7862.90,-117.80,-5282.80,275.60,-1235.20,-639.00,1061.70,1061.70,-382.50,679.20,,-326.40,1211.9,-56.10,,,,,-476.40
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q4 2018,01-Oct-18,31-Dec-18,Amount (Rs. million),21.00,31905.00,-30132.60,-6042.30,-62.00,-4151.60,-403.00,-1108.80,-665.40,1772.40,1772.40,-680.70,1091.70,,-722.30,1261.35,41.60,,,,,-327.20
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q3 2018,01-Jul-18,30-Sep-18,Amount (Rs. million),37.00,33355.40,-30832.30,-6474.70,-40.00,-4276.30,231.20,-1026.40,-656.30,2523.10,2523.10,-885.40,1637.70,,-923.30,924.5,37.90,,,,,-530.90
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q2 2018,01-Apr-18,30-Jun-18,Amount (Rs. million),152.80,41731.80,-38304.20,-8891.50,-92.20,-5023.00,640.90,-1068.20,-637.10,3427.60,3427.60,-1208.40,2219.20,,-1251.40,951.35,43.00,,,,,-313.20
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Audited,Q1 2018,01-Jan-18,31-Mar-18,Amount (Rs. million),47.50,32753.80,-31385.60,-6926.70,-114.00,-4582.80,172.00,-1097.30,-647.50,1368.20,1368.20,-459.40,908.80,,-491.50,937.2,32.10,,,,,-175.80
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q4 2017,01-Oct-17,31-Dec-17,Amount (Rs. million),7.70,26085.80,-25294.80,-5427.40,-93.40,-3788.50,-60.10,-957.50,-649.60,791.00,791.00,-317.20,473.80,,-409.70,1424.0,92.50,,,,,-211.20
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q3 2017,01-Jul-17,30-Sep-17,Amount (Rs. million),12.00,27392.40,-25938.90,-5377.40,-127.10,-3676.40,-60.70,-1011.70,-650.40,1453.50,1453.50,-515.10,938.40,,-586.50,1272.55,71.40,,,,,-419.20
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q2 2017,01-Apr-17,30-Jun-17,Amount (Rs. million),62.60,38163.90,-35708.30,-7317.20,-142.00,-4753.70,-279.80,-879.80,-648.50,2455.60,2455.60,-836.70,1618.90,,-914.00,1410.75,77.30,,,,,-328.10
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Audited,Q1 2017,01-Jan-17,31-Mar-17,Amount (Rs. million),42.50,25620.30,-25544.10,-5559.40,-144.40,-3809.70,,-889.10,-833.10,76.20,76.20,-8.90,,,7.60,1417.85,,,,,,-54.50
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q4 2016,01-Oct-16,31-Dec-16,Amount (Rs. million),329.50,,-21726.50,-4871.80,,-1291.10,,,-697.50,758.80,758.80,,,,,1140.55,,582.10,911.60,-152.80,457.90,
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q3 2016,01-Jul-16,30-Sep-16,Amount (Rs. million),7.90,,-21502.90,-4651.30,,-1477.70,,,-702.10,376.30,,,,,,1219.45,,509.50,517.40,-141.10,482.30,
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q2 2016,01-Apr-16,30-Jun-16,Amount (Rs. million),145.10,,-13359.70,-7143.70,,-1801.90,,,-636.80,2260.40,2260.40,,,,,1089.95,,2263.50,2408.60,-148.20,766.50,
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Audited,Q1 2016,01-Jan-16,31-Mar-16,Amount (Rs. million),279.80,,-12297.10,-5390.60,,-1832.10,,,-638.40,725.00,725.00,,,,,1197.3,,613.50,893.30,-168.30,1063.60,
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q4 2015,01-Oct-15,31-Dec-15,Amount (Rs. million),120.20,,-10359.30,-4200.50,,-1470.70,,,-615.30,1153.50,1153.50,,,,,796.25,,1217.40,1337.60,-184.10,1269.30,
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q3 2015,01-Jul-15,30-Sep-15,Amount (Rs. million),30.70,,-10422.90,-3954.20,,-1395.00,,,-598.20,729.00,729.00,,,,,1027.1,,903.20,933.90,-204.90,1161.70,
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q2 2015,01-Apr-15,30-Jun-15,Amount (Rs. million),17.20,,-12940.50,-5916.40,,-1442.10,,,-583.20,1876.30,1876.30,,,,,818.55,,2060.90,2078.10,-201.80,1622.60,
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Audited,Q1 2015,01-Jan-15,31-Mar-15,Amount (Rs. million),61.90,,-10926.80,-5042.10,,-1346.50,,,-530.60,598.80,598.80,,,,,766.75,,689.40,751.30,-152.50,1163.90,
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q4 2014,01-Oct-14,31-Dec-14,Amount (Rs. million),119.50,,-9340.10,-3700.90,,-1158.40,,,-550.90,600.00,600.00,,,,,769.1,,664.10,783.60,-183.60,1046.70,
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q3 2014,01-Jul-14,30-Sep-14,Amount (Rs. million),70.90,,-10104.50,,,-1233.00,,,-494.90,645.10,645.10,,,,,874.5,,752.20,823.10,-178.00,1258.10,
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Un-Audited,Q2 2014,01-Apr-14,30-Jun-14,Amount (Rs. million),123.60,,-12417.80,,,-1190.30,,,-497.50,1935.80,1935.80,,,,,811.4,,2028.00,2151.60,-215.80,1657.30,
532478,UNITED BREWERIES LTD.-$,Breweries & Distilleries,Audited,Q1 2014,01-Jan-14,31-Mar-14,Amount (Rs. million),135.90,,-9795.40,-4248.20,,-1383.50,,,-517.00,934.40,934.40,,,,,762.15,,985.10,1121.00,-186.60,1041.50,
532497,RADICO KHAITAN LTD.,Breweries & Distilleries,Un-Audited,Q4 2019,01-Oct-19,31-Dec-19,Amount (Rs. million),18.16,20134.65,-19303.34,-3428.04,-81.00,-920.69,187.54,-495.63,-130.90,831.30,745.44,-188.44,,,-164.26,488.5,,,,,,-15.59
532497,RADICO KHAITAN LTD.,Breweries & Distilleries,Un-Audited,Q3 2019,01-Jul-19,30-Sep-19,Amount (Rs. million),18.73,25219.26,-24543.77,-3070.77,-76.80,,127.89,-464.32,-132.23,675.49,617.17,168.70,,,-97.53,1117.55,,,,,,0.95
532497,RADICO KHAITAN LTD.,Breweries & Distilleries,Un-Audited,Q2 2019,01-Apr-19,30-Jun-19,Amount (Rs. million),33.20,26803.97,-25980.26,-3102.04,-73.80,-734.71,-173.30,-421.13,-128.18,823.71,823.71,-276.04,547.67,,-276.04,902.0,,,,,,-14.56
532497,RADICO KHAITAN LTD.,Breweries & Distilleries,Audited,Q1 2019,01-Jan-19,31-Mar-19,Amount (Rs. million),35.93,19818.54,-19251.96,-2766.64,-77.26,,360.96,-451.40,-108.63,566.58,566.58,-176.05,390.53,390.53,-176.05,566.5,,,,,,-42.47
532497,RADICO KHAITAN LTD.,Breweries & Distilleries,Un-Audited,Q4 2018,01-Oct-18,31-Dec-18,Amount (Rs. million),27.55,20611.24,-19808.87,-2797.28,-76.35,-630.46,15.26,-432.69,-106.85,802.37,802.37,-281.39,520.98,,-281.39,394.65,,,,,,-2.94
532497,RADICO KHAITAN LTD.,Breweries & Distilleries,Un-Audited,Q3 2018,01-Jul-18,30-Sep-18,Amount (Rs. million),42.06,19103.02,-18343.06,-2605.03,-91.63,-537.68,70.20,-464.60,-107.44,759.96,759.96,-264.55,495.41,495.41,,436.0,,,,,,-49.42
532497,RADICO KHAITAN LTD.,Breweries & Distilleries,Un-Audited,Q2 2018,01-Apr-18,30-Jun-18,Amount (Rs. million),27.34,21180.10,-20451.92,-2490.04,-109.55,-664.27,-29.43,-365.13,-101.44,728.18,728.18,-254.45,473.73,473.73,,367.25,,,,,,-16.82
532497,RADICO KHAITAN LTD.,Breweries & Distilleries,Audited,Q1 2018,01-Jan-18,31-Mar-18,Amount (Rs. million),100.80,16723.09,-16207.45,-2516.50,-148.15,-703.84,166.98,-413.53,-102.35,515.64,515.64,-173.76,341.87,341.87,,292.9,,,,,,-58.16
532497,RADICO KHAITAN LTD.,Breweries & Distilleries,Un-Audited,Q4 2017,01-Oct-17,31-Dec-17,Amount (Rs. million),62.04,17479.87,-16934.63,-2285.47,-169.04,-583.45,-61.30,-404.70,-103.13,545.25,545.25,-195.10,350.15,,-195.10,409.15,,,,,,
532497,RADICO KHAITAN LTD.,Breweries & Distilleries,Un-Audited,Q3 2017,01-Jul-17,30-Sep-17,Amount (Rs. million),51.18,14960.10,-14530.17,-2336.85,-176.63,-507.20,-18.55,-391.52,-101.98,429.92,429.92,-143.90,286.02,,-143.90,315.35,,,,,,-29.95
