S/N,Date,Branch,Pizza Type,Quantity,Time,Time Range,Price
939,42349,Lekki,Chicken Suya,5,0.351979166666667,Before 9:00am,16
940,42343,Lekki,Chicken Legend,4,0.351979166666667,Before 9:00am,8
941,42346,Ibadan,Chicken Suya,4,0.352002314814815,Before 9:00am,16
942,42345,Ikoyi,Extravaganza,5,0.352002314814815,Before 9:00am,8
943,42344,Surulere,Chicken Suya,3,0.352060185185185,Before 9:00am,16
944,42344,Ibadan,Chicken Legend,1,0.352071759259259,Before 9:00am,8
945,42343,Ibadan,Beef Suya,2,0.352083333333333,Before 9:00am,12
946,42349,Ikoyi,Meatzaa,4,0.352083333333333,Before 9:00am,8
947,42348,Lekki,Margarita,5,0.352083333333333,Before 9:00am,16
948,42342,Lekki,Pepperoni Feast,5,0.352094907407407,Before 9:00am,16
949,42346,Surulere,Veggie Supreme,3,0.352106481481481,Before 9:00am,12
950,42344,Surulere,Chicken Feast,5,0.35212962962963,Before 9:00am,8
951,42347,Lekki,Italiano,2,0.35212962962963,Before 9:00am,12
952,42344,Abuja,Extravaganza,1,0.352164351851852,Before 9:00am,8
953,42348,Ikoyi,Margarita,4,0.352199074074074,Before 9:00am,16
954,42348,Lekki,Margarita,5,0.352222222222222,Before 9:00am,16
955,42344,Ikoyi,Chicken Legend,5,0.35224537037037,Before 9:00am,8
956,42342,Ikoyi,Margarita,1,0.352291666666667,Before 9:00am,16
957,42346,Ikoyi,Chicken Legend,1,0.352291666666667,Before 9:00am,8
958,42348,Abuja,BBQ Chicken,1,0.352291666666667,Before 9:00am,16
959,42349,Surulere,Hot Veggie,4,0.352372685185185,Before 9:00am,16
960,42350,Ibadan,Pepperoni Suya,2,0.352384259259259,Before 9:00am,12
961,42342,Ikoyi,Chicken Feast,3,0.352395833333333,Before 9:00am,8
962,42353,Abuja,Margarita,1,0.352395833333333,Before 9:00am,16
963,42350,Ikoyi,BBQ Chicken,2,0.352430555555556,Before 9:00am,16
964,42343,Abuja,BBQ Philly Steak,5,0.352453703703704,Before 9:00am,16
965,42341,Ikoyi,Meatzaa,5,0.352465277777778,Before 9:00am,8
966,42346,Abuja,Chicken Bali,4,0.352476851851852,Before 9:00am,8
967,42348,Ikoyi,Chicken Bali,3,0.352488425925926,Before 9:00am,8
968,42352,Abuja,Meatzaa,2,0.3525,Before 9:00am,8
969,42344,Lekki,Meatzaa,5,0.352534722222222,Before 9:00am,8
970,42344,Ibadan,Pepperoni Feast,5,0.352569444444444,Before 9:00am,16
971,42343,Ikoyi,Hot Veggie,4,0.352581018518519,Before 9:00am,16
972,42343,Lekki,Chicken Bali,5,0.352604166666667,Before 9:00am,8
973,42349,Surulere,Veggie Supreme,2,0.352615740740741,Before 9:00am,12
974,42341,Surulere,Hot Veggie,1,0.352638888888889,Before 9:00am,16
975,42350,Ibadan,Beef Suya,3,0.352638888888889,Before 9:00am,12
976,42352,Surulere,Meatzaa,2,0.352650462962963,Before 9:00am,8
977,42346,Abuja,Margarita,5,0.352731481481481,Before 9:00am,16
978,42344,Ikoyi,Meatzaa,1,0.352731481481481,Before 9:00am,8
979,42348,Ibadan,Beef Suya,1,0.352766203703704,Before 9:00am,12
980,42347,Lekki,Chicken Legend,4,0.352766203703704,Before 9:00am,8
981,42352,Ibadan,BBQ Chicken,3,0.352789351851852,Before 9:00am,16
982,42351,Abuja,Chicken Feast,5,0.352824074074074,Before 9:00am,8
983,42342,Surulere,BBQ Chicken,4,0.352847222222222,Before 9:00am,16
984,42353,Ibadan,Chicken Bali,3,0.35287037037037,Before 9:00am,8
985,42351,Ikoyi,Extravaganza,5,0.352881944444444,Before 9:00am,8
986,42353,Abuja,Meatzaa,1,0.352893518518519,Before 9:00am,8
987,42345,Ikoyi,Margarita,3,0.352916666666667,Before 9:00am,16
988,42344,Ibadan,Beef Suya,2,0.352928240740741,Before 9:00am,12
989,42350,Surulere,Extravaganza,3,0.352928240740741,Before 9:00am,8
990,42343,Surulere,BBQ Chicken,3,0.352962962962963,Before 9:00am,16
991,42353,Ikoyi,Margarita,5,0.352962962962963,Before 9:00am,16
992,42341,Lekki,BBQ Chicken,2,0.353009259259259,Before 9:00am,16
993,42343,Surulere,Chicken Feast,2,0.353020833333333,Before 9:00am,8
994,42349,Ikoyi,Margarita,4,0.353020833333333,Before 9:00am,16
995,42350,Abuja,BBQ Chicken,5,0.353032407407407,Before 9:00am,16
996,42350,Abuja,Veggie Supreme,5,0.353032407407407,Before 9:00am,12
997,42351,Ibadan,Chicken Feast,4,0.353113425925926,Before 9:00am,8
998,42351,Surulere,Chicken Feast,4,0.353159722222222,Before 9:00am,8
999,42344,Ikoyi,Pepperoni Suya,2,0.353194444444444,Before 9:00am,12
1000,42344,Abuja,Hot Pepperoni Feast,5,0.353206018518519,Before 9:00am,16
1001,42349,Abuja,Italiano,4,0.353206018518519,Before 9:00am,12
1002,42341,Ikoyi,Beef Suya,2,0.353217592592593,Before 9:00am,12
1003,42352,Ibadan,Hot Veggie,1,0.353217592592593,Before 9:00am,16
1004,42341,Lekki,Chicken Feast,4,0.353240740740741,Before 9:00am,8
1005,42344,Surulere,Margarita,2,0.353252314814815,Before 9:00am,16
1006,42346,Ikoyi,BBQ Chicken,4,0.353252314814815,Before 9:00am,16
1007,42353,Lekki,Extravaganza,3,0.353263888888889,Before 9:00am,8
1008,42353,Ibadan,BBQ Chicken,1,0.353263888888889,Before 9:00am,16
1009,42341,Ibadan,Veggie Supreme,2,0.353275462962963,Before 9:00am,12
1010,42351,Ibadan,Meatzaa,1,0.353310185185185,Before 9:00am,8
1011,42351,Ikoyi,Hot Pepperoni Feast,5,0.353344907407407,Before 9:00am,16
1012,42347,Surulere,Pepperoni Suya,3,0.353344907407407,Before 9:00am,12
1013,42342,Ibadan,Hot Veggie,4,0.353344907407407,Before 9:00am,16
1014,42350,Ibadan,Extravaganza,2,0.353344907407407,Before 9:00am,8
1015,42342,Lekki,BBQ Philly Steak,4,0.353368055555556,Before 9:00am,16
1016,42345,Ibadan,Hot Veggie,5,0.353368055555556,Before 9:00am,16
1017,42343,Lekki,Veggie Supreme,4,0.35337962962963,Before 9:00am,12
1018,42349,Abuja,Chicken Feast,3,0.353402777777778,Before 9:00am,8
1019,42353,Abuja,Hot Pepperoni Feast,3,0.353414351851852,Before 9:00am,16
1020,42344,Surulere,Extravaganza,3,0.353414351851852,Before 9:00am,8
1021,42352,Ikoyi,Hot Pepperoni Feast,2,0.35349537037037,Before 9:00am,16
1022,42350,Lekki,Extravaganza,2,0.35349537037037,Before 9:00am,8
1023,42352,Abuja,Extravaganza,1,0.353518518518519,Before 9:00am,8
1024,42350,Abuja,Chicken Legend,5,0.353518518518519,Before 9:00am,8
1025,42353,Surulere,Chicken Bali,4,0.353553240740741,Before 9:00am,8
1026,42343,Ibadan,BBQ Chicken,1,0.353553240740741,Before 9:00am,16
1027,42350,Ikoyi,Pepperoni Suya,3,0.353564814814815,Before 9:00am,12
1028,42349,Lekki,Chicken Feast,4,0.353564814814815,Before 9:00am,8
1029,42348,Abuja,Hot Pepperoni Feast,5,0.353611111111111,Before 9:00am,16
1030,42351,Lekki,Chicken Suya,3,0.353622685185185,Before 9:00am,16
1031,42348,Lekki,Meatzaa,5,0.353645833333333,Before 9:00am,8
1032,42349,Surulere,BBQ Philly Steak,5,0.353645833333333,Before 9:00am,16
1033,42349,Ikoyi,Chicken Bali,4,0.353680555555556,Before 9:00am,8
1034,42352,Abuja,Extravaganza,2,0.353726851851852,Before 9:00am,8
1035,42347,Ibadan,Pepperoni Feast,3,0.353726851851852,Before 9:00am,16
1036,42350,Abuja,Extravaganza,1,0.35375,Before 9:00am,8
1037,42352,Lekki,Pepperoni Feast,1,0.353761574074074,Before 9:00am,16
1038,42343,Abuja,Pepperoni Suya,4,0.353784722222222,Before 9:00am,12
1039,42349,Abuja,Margarita,2,0.353796296296296,Before 9:00am,16
1040,42342,Lekki,Chicken Feast,2,0.353796296296296,Before 9:00am,8
1041,42350,Ikoyi,Extravaganza,1,0.35380787037037,Before 9:00am,8
1042,42344,Ikoyi,Chicken Bali,4,0.35380787037037,Before 9:00am,8
1043,42343,Ibadan,Hot Veggie,2,0.353854166666667,Before 9:00am,16
1044,42350,Ibadan,Margarita,3,0.353865740740741,Before 9:00am,16
1045,42349,Ikoyi,Margarita,4,0.353877314814815,Before 9:00am,16
1046,42346,Surulere,Chicken Legend,1,0.353900462962963,Before 9:00am,8
1047,42344,Ikoyi,BBQ Chicken,1,0.353946759259259,Before 9:00am,16
1048,42345,Ikoyi,Hot Veggie,1,0.353946759259259,Before 9:00am,16
1049,42341,Surulere,Beef Suya,5,0.353958333333333,Before 9:00am,12
1050,42341,Abuja,Chicken Feast,1,0.353958333333333,Before 9:00am,8
1051,42348,Ikoyi,Hot Pepperoni Feast,5,0.35400462962963,Before 9:00am,16
1052,42344,Ikoyi,BBQ Chicken,5,0.354050925925926,Before 9:00am,16
1053,42342,Abuja,Veggie Supreme,4,0.354097222222222,Before 9:00am,12
1054,42350,Lekki,Extravaganza,1,0.354097222222222,Before 9:00am,8
1055,42342,Abuja,Chicken Feast,4,0.354131944444444,Before 9:00am,8
1056,42343,Lekki,BBQ Philly Steak,5,0.354155092592593,Before 9:00am,16
1057,42349,Lekki,Meatzaa,3,0.354155092592593,Before 9:00am,8
1058,42345,Abuja,Pepperoni Feast,2,0.354166666666667,Before 9:00am,16
1059,42344,Surulere,Margarita,2,0.354189814814815,Before 9:00am,16
1060,42341,Ikoyi,Chicken Legend,2,0.354201388888889,Before 9:00am,8
1061,42342,Ibadan,Chicken Bali,1,0.354236111111111,Before 9:00am,8
1062,42348,Ibadan,Hot Veggie,3,0.354270833333333,Before 9:00am,16
1063,42344,Lekki,Hot Veggie,2,0.354270833333333,Before 9:00am,16
1064,42349,Surulere,BBQ Philly Steak,2,0.354282407407407,Before 9:00am,16
1065,42350,Abuja,Pepperoni Feast,5,0.354282407407407,Before 9:00am,16
1066,42342,Lekki,Chicken Suya,4,0.354305555555556,Before 9:00am,16
1067,42347,Surulere,BBQ Chicken,3,0.35431712962963,Before 9:00am,16
1068,42353,Surulere,Chicken Legend,1,0.354340277777778,Before 9:00am,8
1069,42346,Ibadan,Margarita,1,0.354340277777778,Before 9:00am,16
1070,42353,Lekki,Extravaganza,3,0.354351851851852,Before 9:00am,8
1071,42342,Abuja,Extravaganza,5,0.354363425925926,Before 9:00am,8
1072,42341,Ikoyi,Margarita,3,0.354375,Before 9:00am,16
1073,42341,Ibadan,Italiano,1,0.354375,Before 9:00am,12
1074,42346,Lekki,Pepperoni Feast,3,0.354398148148148,Before 9:00am,16
1075,42345,Ikoyi,BBQ Chicken,4,0.354421296296296,Before 9:00am,16
1076,42345,Abuja,Chicken Suya,4,0.354421296296296,Before 9:00am,16
1077,42350,Surulere,Chicken Feast,2,0.35443287037037,Before 9:00am,8
1078,42344,Lekki,BBQ Chicken,5,0.35443287037037,Before 9:00am,16
1079,42341,Ibadan,Extravaganza,3,0.354444444444444,Before 9:00am,8
1080,42341,Surulere,Chicken Legend,4,0.354456018518519,Before 9:00am,8
1081,42341,Abuja,Chicken Bali,3,0.354467592592593,Before 9:00am,8
1082,42351,Ibadan,Chicken Feast,4,0.354479166666667,Before 9:00am,8
1083,42347,Ibadan,Chicken Bali,2,0.354479166666667,Before 9:00am,8
1084,42348,Lekki,Hot Veggie,5,0.354490740740741,Before 9:00am,16
1085,42351,Lekki,Beef Suya,5,0.354502314814815,Before 9:00am,12
1086,42346,Abuja,Chicken Feast,5,0.354525462962963,Before 9:00am,8
1087,42342,Surulere,Hot Veggie,2,0.354537037037037,Before 9:00am,16
1088,42341,Ikoyi,BBQ Philly Steak,4,0.354548611111111,Before 9:00am,16
1089,42353,Surulere,Beef Suya,1,0.354548611111111,Before 9:00am,12
1090,42344,Ikoyi,Beef Suya,5,0.354560185185185,Before 9:00am,12
1091,42342,Lekki,BBQ Chicken,1,0.354560185185185,Before 9:00am,16
1092,42347,Ikoyi,Meatzaa,2,0.354571759259259,Before 9:00am,8
1093,42343,Ibadan,BBQ Chicken,3,0.354594907407407,Before 9:00am,16
1094,42350,Ibadan,Beef Suya,4,0.354606481481481,Before 9:00am,12
1095,42347,Abuja,Meatzaa,5,0.354606481481481,Before 9:00am,8
1096,42347,Surulere,Chicken Feast,1,0.354606481481481,Before 9:00am,8
1097,42344,Lekki,Chicken Bali,3,0.354664351851852,Before 9:00am,8
1098,42348,Ikoyi,Chicken Suya,3,0.354664351851852,Before 9:00am,16
1099,42343,Ibadan,Italiano,1,0.354699074074074,Before 9:00am,12
1100,42345,Surulere,Beef Suya,3,0.354699074074074,Before 9:00am,12
1101,42345,Ibadan,BBQ Philly Steak,5,0.35474537037037,Before 9:00am,16
1102,42343,Ikoyi,Pepperoni Feast,3,0.354756944444444,Before 9:00am,16
1103,42353,Lekki,Chicken Suya,3,0.354768518518519,Before 9:00am,16
1104,42341,Surulere,Pepperoni Feast,3,0.354780092592593,Before 9:00am,16
1105,42349,Ibadan,BBQ Philly Steak,1,0.354791666666667,Before 9:00am,16
1106,42344,Surulere,Veggie Supreme,5,0.354791666666667,Before 9:00am,12
1107,42347,Ibadan,Margarita,1,0.354803240740741,Before 9:00am,16
1108,42344,Ibadan,Chicken Legend,4,0.354837962962963,Before 9:00am,8
1109,42341,Surulere,Veggie Supreme,5,0.354849537037037,Before 9:00am,12
1110,42353,Surulere,Hot Veggie,3,0.354861111111111,Before 9:00am,16
1111,42343,Surulere,Chicken Feast,1,0.354884259259259,Before 9:00am,8
1112,42344,Ibadan,Hot Pepperoni Feast,1,0.354895833333333,Before 9:00am,16
1113,42347,Abuja,Chicken Legend,1,0.354930555555556,Before 9:00am,8
1114,42346,Ibadan,Margarita,3,0.35494212962963,Before 9:00am,16
1115,42348,Abuja,Chicken Legend,5,0.355011574074074,Before 9:00am,8
1116,42352,Ibadan,Veggie Supreme,2,0.355011574074074,Before 9:00am,12
1117,42343,Abuja,Margarita,1,0.355023148148148,Before 9:00am,16
1118,42344,Abuja,Chicken Bali,1,0.355034722222222,Before 9:00am,8
1119,42351,Abuja,Pepperoni Suya,1,0.355034722222222,Before 9:00am,12
1120,42342,Abuja,Extravaganza,4,0.355034722222222,Before 9:00am,8
1121,42349,Lekki,Italiano,1,0.355046296296296,Before 9:00am,12
1122,42348,Lekki,BBQ Chicken,3,0.355046296296296,Before 9:00am,16
1123,42352,Ibadan,Chicken Bali,5,0.35505787037037,Before 9:00am,8
1124,42347,Ibadan,Meatzaa,1,0.355069444444444,Before 9:00am,8
1125,42353,Ibadan,Chicken Bali,1,0.355069444444444,Before 9:00am,8
1126,42347,Lekki,Chicken Legend,1,0.355081018518519,Before 9:00am,8
1127,42349,Ikoyi,Meatzaa,3,0.355081018518519,Before 9:00am,8
1128,42349,Surulere,BBQ Philly Steak,5,0.355081018518519,Before 9:00am,16
1129,42345,Abuja,Chicken Suya,3,0.355081018518519,Before 9:00am,16
1130,42345,Ikoyi,Margarita,3,0.355104166666667,Before 9:00am,16
1131,42353,Lekki,Chicken Feast,4,0.355127314814815,Before 9:00am,8
1132,42347,Abuja,Chicken Feast,3,0.355127314814815,Before 9:00am,8
1133,42342,Ikoyi,Hot Pepperoni Feast,1,0.355150462962963,Before 9:00am,16
1134,42352,Surulere,Italiano,2,0.355150462962963,Before 9:00am,12
1135,42347,Surulere,Veggie Supreme,4,0.355173611111111,Before 9:00am,12
1136,42351,Abuja,Chicken Bali,1,0.355173611111111,Before 9:00am,8
1137,42346,Abuja,Italiano,2,0.355185185185185,Before 9:00am,12
1138,42353,Abuja,BBQ Chicken,3,0.355196759259259,Before 9:00am,16
1139,42346,Abuja,Chicken Feast,3,0.355196759259259,Before 9:00am,8
1140,42347,Ikoyi,Pepperoni Suya,1,0.355196759259259,Before 9:00am,12
1141,42345,Lekki,Chicken Feast,4,0.355266203703704,Before 9:00am,8
1142,42353,Ikoyi,Meatzaa,4,0.355266203703704,Before 9:00am,8
1143,42341,Ikoyi,Italiano,1,0.355289351851852,Before 9:00am,12
1144,42343,Lekki,Hot Pepperoni Feast,3,0.355289351851852,Before 9:00am,16
1145,42349,Abuja,Pepperoni Feast,2,0.355300925925926,Before 9:00am,16
1146,42342,Ibadan,Chicken Legend,2,0.355335648148148,Before 9:00am,8
1147,42341,Ibadan,BBQ Chicken,2,0.35537037037037,Before 9:00am,16
1148,42348,Ikoyi,BBQ Philly Steak,2,0.35537037037037,Before 9:00am,16
1149,42344,Surulere,Extravaganza,4,0.35537037037037,Before 9:00am,8
1150,42350,Lekki,Pepperoni Suya,1,0.35537037037037,Before 9:00am,12
1151,42344,Abuja,Margarita,1,0.355428240740741,Before 9:00am,16
1152,42342,Ikoyi,Hot Pepperoni Feast,2,0.355428240740741,Before 9:00am,16
1153,42350,Abuja,Extravaganza,5,0.355439814814815,Before 9:00am,8
1154,42347,Surulere,BBQ Chicken,4,0.355451388888889,Before 9:00am,16
1155,42349,Abuja,Beef Suya,5,0.355462962962963,Before 9:00am,12
1156,42348,Ibadan,Meatzaa,4,0.355462962962963,Before 9:00am,8
1157,42347,Ikoyi,Pepperoni Suya,4,0.355474537037037,Before 9:00am,12
1158,42349,Ikoyi,Pepperoni Suya,1,0.355486111111111,Before 9:00am,12
1159,42345,Lekki,BBQ Philly Steak,5,0.355520833333333,Before 9:00am,16
1160,42348,Ibadan,Beef Suya,1,0.35556712962963,Before 9:00am,12
1161,42350,Ikoyi,Italiano,3,0.355578703703704,Before 9:00am,12
1162,42347,Ikoyi,Pepperoni Feast,5,0.355601851851852,Before 9:00am,16
1163,42352,Ibadan,Veggie Supreme,2,0.355625,Before 9:00am,12
1164,42344,Ikoyi,Meatzaa,1,0.355636574074074,Before 9:00am,8
1165,42346,Surulere,Margarita,4,0.355648148148148,Before 9:00am,16
1166,42345,Surulere,Pepperoni Feast,4,0.355659722222222,Before 9:00am,16
1167,42349,Ibadan,Chicken Feast,2,0.355694444444444,Before 9:00am,8
1168,42350,Surulere,BBQ Philly Steak,4,0.355729166666667,Before 9:00am,16
1169,42351,Ibadan,Veggie Supreme,1,0.355729166666667,Before 9:00am,12
1170,42348,Ikoyi,Veggie Supreme,5,0.355740740740741,Before 9:00am,12
1171,42343,Lekki,Veggie Supreme,4,0.355740740740741,Before 9:00am,12
1172,42341,Lekki,Chicken Bali,2,0.355752314814815,Before 9:00am,8
1173,42345,Ibadan,Italiano,3,0.355763888888889,Before 9:00am,12
1174,42351,Ibadan,Chicken Feast,2,0.355798611111111,Before 9:00am,8
1175,42343,Abuja,BBQ Philly Steak,3,0.355833333333333,Before 9:00am,16
1176,42352,Ibadan,Chicken Bali,3,0.355902777777778,Before 9:00am,8
1177,42349,Lekki,Extravaganza,1,0.355902777777778,Before 9:00am,8
1178,42351,Abuja,Chicken Feast,4,0.355914351851852,Before 9:00am,8
1179,42345,Lekki,Chicken Bali,3,0.355914351851852,Before 9:00am,8
1180,42343,Surulere,Hot Veggie,4,0.355949074074074,Before 9:00am,16
1181,42343,Lekki,Meatzaa,1,0.355949074074074,Before 9:00am,8
1182,42348,Ikoyi,Chicken Suya,5,0.355972222222222,Before 9:00am,16
1183,42341,Abuja,Chicken Legend,2,0.35599537037037,Before 9:00am,8
1184,42348,Abuja,Chicken Suya,3,0.35599537037037,Before 9:00am,16
1185,42345,Ibadan,BBQ Philly Steak,5,0.356006944444444,Before 9:00am,16
1186,42346,Ibadan,Pepperoni Feast,2,0.356018518518519,Before 9:00am,16
1187,42343,Ibadan,Chicken Suya,4,0.356041666666667,Before 9:00am,16
1188,42350,Ibadan,Hot Veggie,5,0.356041666666667,Before 9:00am,16
1189,42341,Abuja,Beef Suya,2,0.356064814814815,Before 9:00am,12
1190,42343,Ikoyi,Extravaganza,5,0.356064814814815,Before 9:00am,8
1191,42352,Lekki,Italiano,4,0.356087962962963,Before 9:00am,12
1192,42342,Ikoyi,BBQ Chicken,2,0.356099537037037,Before 9:00am,16
1193,42345,Ibadan,Italiano,4,0.356111111111111,Before 9:00am,12
1194,42343,Lekki,Meatzaa,2,0.356122685185185,Before 9:00am,8
1195,42350,Ikoyi,Chicken Suya,5,0.356203703703704,Before 9:00am,16
1196,42350,Ibadan,Veggie Supreme,5,0.356226851851852,Before 9:00am,12
1197,42344,Ikoyi,Hot Veggie,2,0.356226851851852,Before 9:00am,16
1198,42351,Abuja,Chicken Feast,2,0.356238425925926,Before 9:00am,8
1199,42352,Ikoyi,BBQ Philly Steak,2,0.35625,Before 9:00am,16
1200,42343,Ibadan,Chicken Bali,5,0.356273148148148,Before 9:00am,8
1201,42341,Ikoyi,Margarita,3,0.356296296296296,Before 9:00am,16
1202,42349,Lekki,Chicken Feast,5,0.35630787037037,Before 9:00am,8
1203,42343,Lekki,Beef Suya,3,0.35630787037037,Before 9:00am,12
1204,42344,Surulere,Veggie Supreme,5,0.356331018518519,Before 9:00am,12
1205,42351,Ikoyi,Pepperoni Feast,4,0.356342592592593,Before 9:00am,16
1206,42348,Ibadan,Italiano,4,0.356377314814815,Before 9:00am,12
1207,42341,Ibadan,Pepperoni Feast,3,0.356377314814815,Before 9:00am,16
1208,42346,Lekki,Chicken Bali,3,0.356400462962963,Before 9:00am,8
1209,42353,Surulere,Margarita,2,0.356400462962963,Before 9:00am,16
1210,42344,Ikoyi,Italiano,3,0.356412037037037,Before 9:00am,12
1211,42352,Surulere,Hot Pepperoni Feast,5,0.356435185185185,Before 9:00am,16
1212,42350,Ibadan,Chicken Suya,5,0.356435185185185,Before 9:00am,16
1213,42348,Ikoyi,Hot Pepperoni Feast,5,0.356446759259259,Before 9:00am,16
1214,42348,Lekki,BBQ Philly Steak,3,0.356446759259259,Before 9:00am,16
1215,42344,Ibadan,Chicken Bali,2,0.356539351851852,Before 9:00am,8
1216,42350,Abuja,Chicken Feast,3,0.356550925925926,Before 9:00am,8
1217,42342,Ikoyi,Pepperoni Feast,2,0.356597222222222,Before 9:00am,16
1218,42341,Abuja,BBQ Chicken,2,0.35662037037037,Before 9:00am,16
1219,42352,Ibadan,Chicken Suya,1,0.35662037037037,Before 9:00am,16
1220,42342,Abuja,Hot Veggie,2,0.356701388888889,Before 9:00am,16
1221,42342,Surulere,Pepperoni Suya,2,0.356712962962963,Before 9:00am,12
1222,42346,Lekki,Veggie Supreme,5,0.356759259259259,Before 9:00am,12
1223,42345,Surulere,Pepperoni Feast,2,0.356770833333333,Before 9:00am,16
1224,42345,Ikoyi,Extravaganza,1,0.356770833333333,Before 9:00am,8
1225,42351,Lekki,Extravaganza,1,0.356782407407407,Before 9:00am,8
1226,42348,Lekki,Veggie Supreme,2,0.356793981481482,Before 9:00am,12
1227,42343,Ibadan,BBQ Philly Steak,1,0.356805555555556,Before 9:00am,16
1228,42347,Ikoyi,Chicken Suya,1,0.356851851851852,Before 9:00am,16
1229,42350,Ibadan,Italiano,4,0.356863425925926,Before 9:00am,12
1230,42347,Lekki,Chicken Legend,5,0.356863425925926,Before 9:00am,8
1231,42348,Surulere,Chicken Feast,2,0.356898148148148,Before 9:00am,8
1232,42347,Ikoyi,Italiano,2,0.356967592592593,Before 9:00am,12
1233,42341,Ibadan,Chicken Feast,2,0.356979166666667,Before 9:00am,8
1234,42346,Surulere,Pepperoni Suya,2,0.356979166666667,Before 9:00am,12
1235,42349,Ibadan,Chicken Bali,1,0.356990740740741,Before 9:00am,8
1236,42350,Ikoyi,Italiano,4,0.357025462962963,Before 9:00am,12
1237,42344,Ikoyi,Extravaganza,4,0.357037037037037,Before 9:00am,8
1238,42351,Ikoyi,Chicken Suya,2,0.357037037037037,Before 9:00am,16
1239,42341,Lekki,Italiano,3,0.357048611111111,Before 9:00am,12
1240,42353,Abuja,Hot Pepperoni Feast,3,0.357106481481482,Before 9:00am,16
1241,42353,Lekki,Chicken Bali,1,0.357141203703704,Before 9:00am,8
1242,42352,Surulere,Chicken Bali,1,0.357141203703704,Before 9:00am,8
1243,42341,Surulere,Chicken Feast,3,0.3571875,Before 9:00am,8
1244,42353,Ikoyi,BBQ Chicken,4,0.357199074074074,Before 9:00am,16
1245,42351,Ikoyi,Pepperoni Suya,5,0.357222222222222,Before 9:00am,12
1246,42344,Surulere,Italiano,3,0.357222222222222,Before 9:00am,12
1247,42343,Ibadan,Beef Suya,5,0.357233796296296,Before 9:00am,12
1248,42343,Ibadan,Extravaganza,5,0.357268518518519,Before 9:00am,8
1249,42341,Abuja,Chicken Suya,3,0.357268518518519,Before 9:00am,16
1250,42342,Lekki,Beef Suya,4,0.357280092592593,Before 9:00am,12
1251,42347,Surulere,Pepperoni Feast,3,0.357280092592593,Before 9:00am,16
1252,42348,Lekki,Margarita,2,0.357314814814815,Before 9:00am,16
1253,42347,Abuja,Extravaganza,4,0.357326388888889,Before 9:00am,8
1254,42353,Lekki,Pepperoni Suya,4,0.357326388888889,Before 9:00am,12
1255,42352,Lekki,Meatzaa,1,0.357337962962963,Before 9:00am,8
1256,42350,Ikoyi,Veggie Supreme,4,0.357349537037037,Before 9:00am,12
1257,42343,Lekki,Margarita,4,0.357372685185185,Before 9:00am,16
1258,42349,Surulere,Pepperoni Suya,2,0.357372685185185,Before 9:00am,12
1259,42348,Ibadan,Chicken Legend,1,0.357430555555556,Before 9:00am,8
1260,42353,Ikoyi,Hot Veggie,2,0.35744212962963,Before 9:00am,16
1261,42346,Lekki,Veggie Supreme,4,0.357465277777778,Before 9:00am,12
1262,42352,Abuja,Chicken Suya,4,0.357476851851852,Before 9:00am,16
1263,42351,Ikoyi,Pepperoni Suya,3,0.357488425925926,Before 9:00am,12
1264,42349,Ibadan,Hot Veggie,2,0.3575,Before 9:00am,16
1265,42342,Ikoyi,Chicken Legend,1,0.3575,Before 9:00am,8
1266,42350,Lekki,Hot Veggie,5,0.357511574074074,Before 9:00am,16
1267,42352,Abuja,Chicken Suya,3,0.357511574074074,Before 9:00am,16
1268,42350,Ikoyi,Chicken Legend,3,0.357592592592593,Before 9:00am,8
1269,42346,Ibadan,Chicken Bali,2,0.357604166666667,Before 9:00am,8
1270,42348,Ibadan,Hot Veggie,3,0.357627314814815,Before 9:00am,16
1271,42344,Ibadan,Pepperoni Feast,4,0.357638888888889,Before 9:00am,16
1272,42345,Ikoyi,Italiano,2,0.357650462962963,Before 9:00am,12
1273,42349,Ikoyi,Chicken Bali,3,0.357673611111111,Before 9:00am,8
1274,42348,Surulere,Veggie Supreme,3,0.357685185185185,Before 9:00am,12
1275,42347,Lekki,Chicken Legend,4,0.357719907407407,Before 9:00am,8
1276,42349,Lekki,Chicken Legend,4,0.357743055555556,Before 9:00am,8
1277,42343,Ikoyi,Margarita,4,0.35775462962963,Before 9:00am,16
1278,42352,Surulere,BBQ Chicken,1,0.357777777777778,Before 9:00am,16
1279,42345,Surulere,Meatzaa,2,0.357789351851852,Before 9:00am,8
1280,42350,Ikoyi,Pepperoni Suya,4,0.357800925925926,Before 9:00am,12
1281,42347,Lekki,BBQ Chicken,2,0.3578125,Before 9:00am,16
1282,42343,Abuja,BBQ Chicken,4,0.357835648148148,Before 9:00am,16
1283,42347,Ikoyi,Hot Veggie,1,0.357858796296296,Before 9:00am,16
1284,42352,Lekki,Pepperoni Suya,1,0.357858796296296,Before 9:00am,12
1285,42343,Surulere,Pepperoni Suya,1,0.357858796296296,Before 9:00am,12
1286,42352,Lekki,Chicken Bali,2,0.357881944444444,Before 9:00am,8
1287,42351,Lekki,Meatzaa,1,0.357881944444444,Before 9:00am,8
1288,42349,Lekki,Italiano,2,0.357939814814815,Before 9:00am,12
1289,42343,Ikoyi,BBQ Philly Steak,3,0.357939814814815,Before 9:00am,16
1290,42353,Ibadan,Italiano,4,0.357951388888889,Before 9:00am,12
1291,42352,Ibadan,Hot Veggie,4,0.357986111111111,Before 9:00am,16
